Linked article,Linked article,Day,Sales quantity,Sales value gross,Sales value net,,
386683,Mini Cookies Double Choc,10/11/2022,"8,556","7,272.60 GBP","7,272.60 GBP",,
386683,Mini Cookies Double Choc,11/11/2022,"10,995","9,345.39 GBP","9,345.39 GBP",,
386683,Mini Cookies Double Choc,12/11/2022,"13,085","11,121.99 GBP","11,121.99 GBP",,
386683,Mini Cookies Double Choc,13/11/2022,"14,067","11,956.69 GBP","11,956.69 GBP",,
386683,Mini Cookies Double Choc,14/11/2022,"13,096","11,131.34 GBP","11,131.34 GBP",,
386683,Mini Cookies Double Choc,15/11/2022,"9,449","8,031.39 GBP","8,031.39 GBP",,
386683,Mini Cookies Double Choc,16/11/2022,"8,168","6,942.54 GBP","6,942.54 GBP",,
386683,Mini Cookies Double Choc,17/11/2022,"8,051","6,843.35 GBP","6,843.35 GBP",,
386683,Mini Cookies Double Choc,18/11/2022,"11,244","9,557.40 GBP","9,557.40 GBP",,
386683,Mini Cookies Double Choc,19/11/2022,"12,955","11,011.49 GBP","11,011.49 GBP",,
386683,Mini Cookies Double Choc,20/11/2022,"13,699","11,643.89 GBP","11,643.89 GBP",,
386683,Mini Cookies Double Choc,21/11/2022,"12,087","10,273.69 GBP","10,273.69 GBP",,
386683,Mini Cookies Double Choc,22/11/2022,"9,147","7,773.85 GBP","7,773.85 GBP",,
386683,Mini Cookies Double Choc,23/11/2022,"7,926","6,737.10 GBP","6,737.10 GBP",,
386683,Mini Cookies Double Choc,24/11/2022,"8,044","6,837.14 GBP","6,837.14 GBP",,
386683,Mini Cookies Double Choc,25/11/2022,"10,903","9,266.77 GBP","9,266.77 GBP",,
386683,Mini Cookies Double Choc,26/11/2022,"12,909","10,972.65 GBP","10,972.65 GBP",,
386683,Mini Cookies Double Choc,27/11/2022,"13,856","11,777.60 GBP","11,777.60 GBP",,
386683,Mini Cookies Double Choc,28/11/2022,"13,381","11,373.21 GBP","11,373.21 GBP",,
386683,Mini Cookies Double Choc,29/11/2022,"9,107","7,740.95 GBP","7,740.95 GBP",,
386683,Mini Cookies Double Choc,30/11/2022,"8,808","7,486.80 GBP","7,486.80 GBP",,
386683,Mini Cookies Double Choc,01/12/2022,"8,683","7,380.03 GBP","7,380.03 GBP",,
386683,Mini Cookies Double Choc,02/12/2022,"10,729","9,118.23 GBP","9,118.23 GBP",,
386683,Mini Cookies Double Choc,03/12/2022,"12,380","10,523.00 GBP","10,523.00 GBP",,
386683,Mini Cookies Double Choc,04/12/2022,"13,400","11,389.48 GBP","11,389.48 GBP",,
386683,Mini Cookies Double Choc,05/12/2022,"12,998","11,046.36 GBP","11,046.36 GBP",,
386683,Mini Cookies Double Choc,06/12/2022,"8,912","7,574.16 GBP","7,574.16 GBP",,
386683,Mini Cookies Double Choc,07/12/2022,"7,553","6,420.05 GBP","6,420.05 GBP",,
386683,Mini Cookies Double Choc,08/12/2022,"7,566","6,430.32 GBP","6,430.32 GBP",,
386683,Mini Cookies Double Choc,09/12/2022,"9,863","8,382.77 GBP","8,382.77 GBP",,
386683,Mini Cookies Double Choc,10/12/2022,"11,243","9,556.14 GBP","9,556.14 GBP",,
386683,Mini Cookies Double Choc,11/12/2022,"11,826","10,050.54 GBP","10,050.54 GBP",,
386683,Mini Cookies Double Choc,12/12/2022,"10,317","8,769.45 GBP","8,769.45 GBP",,
386683,Mini Cookies Double Choc,13/12/2022,"7,651","6,502.66 GBP","6,502.66 GBP",,
386683,Mini Cookies Double Choc,14/12/2022,"6,594","5,604.64 GBP","5,604.64 GBP",,
386683,Mini Cookies Double Choc,15/12/2022,"6,639","5,642.51 GBP","5,642.51 GBP",,
386683,Mini Cookies Double Choc,16/12/2022,"7,420","6,306.48 GBP","6,306.48 GBP",,
386683,Mini Cookies Double Choc,17/12/2022,"8,089","6,874.87 GBP","6,874.87 GBP",,
386683,Mini Cookies Double Choc,18/12/2022,"7,444","6,327.40 GBP","6,327.40 GBP",,
386683,Mini Cookies Double Choc,19/12/2022,"7,634","6,488.00 GBP","6,488.00 GBP",,
386683,Mini Cookies Double Choc,20/12/2022,"5,990","5,091.24 GBP","5,091.24 GBP",,
386683,Mini Cookies Double Choc,21/12/2022,"6,137","5,215.93 GBP","5,215.93 GBP",,
386683,Mini Cookies Double Choc,22/12/2022,"7,120","6,051.22 GBP","6,051.22 GBP",,
386683,Mini Cookies Double Choc,23/12/2022,"8,290","7,046.50 GBP","7,046.50 GBP",,
386683,Mini Cookies Double Choc,24/12/2022,"3,433","2,916.63 GBP","2,916.63 GBP",,
386683,Mini Cookies Double Choc,27/12/2022,"2,604","2,213.40 GBP","2,213.40 GBP",,
386683,Mini Cookies Double Choc,28/12/2022,"3,075","2,613.75 GBP","2,613.75 GBP",,
386683,Mini Cookies Double Choc,29/12/2022,"3,947","3,354.52 GBP","3,354.52 GBP",,
386683,Mini Cookies Double Choc,30/12/2022,"6,195","5,265.23 GBP","5,265.23 GBP",,
386683,Mini Cookies Double Choc,31/12/2022,"5,675","4,822.97 GBP","4,822.97 GBP",,
386683,Mini Cookies Double Choc,02/01/2023,"10,540","8,957.06 GBP","8,957.06 GBP",,
386683,Mini Cookies Double Choc,03/01/2023,"10,022","8,518.44 GBP","8,518.44 GBP",,
386683,Mini Cookies Double Choc,04/01/2023,"7,610","6,467.81 GBP","6,467.81 GBP",,
386683,Mini Cookies Double Choc,05/01/2023,"6,862","5,832.18 GBP","5,832.18 GBP",,
386683,Mini Cookies Double Choc,06/01/2023,"8,940","7,599.00 GBP","7,599.00 GBP",,
386683,Mini Cookies Double Choc,07/01/2023,"11,817","10,043.15 GBP","10,043.15 GBP",,
386683,Mini Cookies Double Choc,08/01/2023,"12,163","10,338.03 GBP","10,338.03 GBP",,
386683,Mini Cookies Double Choc,09/01/2023,"10,332","8,780.78 GBP","8,780.78 GBP",,
386683,Mini Cookies Double Choc,10/01/2023,"7,656","6,504.88 GBP","6,504.88 GBP",,
386683,Mini Cookies Double Choc,11/01/2023,"7,153","6,079.79 GBP","6,079.79 GBP",,
386683,Mini Cookies Double Choc,12/01/2023,"7,743","6,581.55 GBP","6,581.55 GBP",,
386683,Mini Cookies Double Choc,13/01/2023,"11,173","9,495.37 GBP","9,495.37 GBP",,
386683,Mini Cookies Double Choc,14/01/2023,"13,466","11,445.32 GBP","11,445.32 GBP",,
386683,Mini Cookies Double Choc,15/01/2023,"13,199","11,218.89 GBP","11,218.89 GBP",,
386683,Mini Cookies Double Choc,16/01/2023,"11,256","9,567.34 GBP","9,567.34 GBP",,
386683,Mini Cookies Double Choc,17/01/2023,"7,799","6,628.66 GBP","6,628.66 GBP",,
386683,Mini Cookies Double Choc,18/01/2023,"6,164","5,855.22 GBP","5,855.22 GBP",,
386683,Mini Cookies Double Choc,19/01/2023,"6,948","6,599.38 GBP","6,599.38 GBP",,
386683,Mini Cookies Double Choc,20/01/2023,"10,369","9,849.97 GBP","9,849.97 GBP",,
386683,Mini Cookies Double Choc,21/01/2023,"12,785","12,144.97 GBP","12,144.97 GBP",,
386683,Mini Cookies Double Choc,22/01/2023,"12,205","11,594.04 GBP","11,594.04 GBP",,
386683,Mini Cookies Double Choc,23/01/2023,"10,673","10,138.34 GBP","10,138.34 GBP",,
386683,Mini Cookies Double Choc,24/01/2023,"7,924","7,526.87 GBP","7,526.87 GBP",,
386683,Mini Cookies Double Choc,25/01/2023,"7,510","7,134.21 GBP","7,134.21 GBP",,
386683,Mini Cookies Double Choc,26/01/2023,"7,711","7,324.77 GBP","7,324.77 GBP",,
386683,Mini Cookies Double Choc,27/01/2023,"11,727","11,140.07 GBP","11,140.07 GBP",,
386683,Mini Cookies Double Choc,28/01/2023,"13,449","12,775.95 GBP","12,775.95 GBP",,
386683,Mini Cookies Double Choc,29/01/2023,"13,468","12,793.28 GBP","12,793.28 GBP",,
386683,Mini Cookies Double Choc,30/01/2023,"11,503","10,926.97 GBP","10,926.97 GBP",,
386683,Mini Cookies Double Choc,31/01/2023,"9,412","8,940.81 GBP","8,940.81 GBP",,
386683,Mini Cookies Double Choc,01/02/2023,"7,805","7,413.97 GBP","7,413.97 GBP",,
386683,Mini Cookies Double Choc,02/02/2023,"7,848","7,452.62 GBP","7,452.62 GBP",,
386683,Mini Cookies Double Choc,03/02/2023,"11,360","10,792.00 GBP","10,792.00 GBP",,
386683,Mini Cookies Double Choc,04/02/2023,"13,241","12,576.71 GBP","12,576.71 GBP",,
386683,Mini Cookies Double Choc,05/02/2023,"13,225","12,562.99 GBP","12,562.99 GBP",,
386683,Mini Cookies Double Choc,06/02/2023,"12,616","11,982.60 GBP","11,982.60 GBP",,
386683,Mini Cookies Double Choc,07/02/2023,"8,774","8,331.65 GBP","8,331.65 GBP",,
386683,Mini Cookies Double Choc,08/02/2023,"7,711","7,322.35 GBP","7,322.35 GBP",,
386683,Mini Cookies Double Choc,09/02/2023,"7,937","7,535.28 GBP","7,535.28 GBP",,
386683,Mini Cookies Double Choc,10/02/2023,"11,017","10,462.29 GBP","10,462.29 GBP",,
386683,Mini Cookies Double Choc,11/02/2023,"12,248","11,633.59 GBP","11,633.59 GBP",,
386683,Mini Cookies Double Choc,12/02/2023,"10,801","10,260.01 GBP","10,260.01 GBP",,
386683,Mini Cookies Double Choc,13/02/2023,"10,169","9,660.49 GBP","9,660.49 GBP",,
386683,Mini Cookies Double Choc,14/02/2023,"6,604","6,273.10 GBP","6,273.10 GBP",,
386683,Mini Cookies Double Choc,15/02/2023,"6,399","6,077.89 GBP","6,077.89 GBP",,
386683,Mini Cookies Double Choc,16/02/2023,"7,174","6,814.72 GBP","6,814.72 GBP",,
386683,Mini Cookies Double Choc,17/02/2023,"9,564","9,085.09 GBP","9,085.09 GBP",,
386683,Mini Cookies Double Choc,18/02/2023,"11,172","10,612.32 GBP","10,612.32 GBP",,
386683,Mini Cookies Double Choc,19/02/2023,"10,907","10,360.97 GBP","10,360.97 GBP",,
386683,Mini Cookies Double Choc,20/02/2023,"10,812","10,267.97 GBP","10,267.97 GBP",,
386683,Mini Cookies Double Choc,21/02/2023,"6,994","6,641.88 GBP","6,641.88 GBP",,
386683,Mini Cookies Double Choc,22/02/2023,"5,796","5,505.62 GBP","5,505.62 GBP",,
386683,Mini Cookies Double Choc,23/02/2023,"6,535","6,207.19 GBP","6,207.19 GBP",,
386683,Mini Cookies Double Choc,24/02/2023,"10,445","9,922.63 GBP","9,922.63 GBP",,
386683,Mini Cookies Double Choc,25/02/2023,"12,206","11,595.12 GBP","11,595.12 GBP",,
386683,Mini Cookies Double Choc,26/02/2023,"11,645","11,061.99 GBP","11,061.99 GBP",,
386683,Mini Cookies Double Choc,27/02/2023,"11,011","10,460.10 GBP","10,460.10 GBP",,
386683,Mini Cookies Double Choc,28/02/2023,"9,391","8,919.68 GBP","8,919.68 GBP",,
386683,Mini Cookies Double Choc,01/03/2023,"7,209","6,847.71 GBP","6,847.71 GBP",,
386683,Mini Cookies Double Choc,02/03/2023,"7,322","6,954.97 GBP","6,954.97 GBP",,
386683,Mini Cookies Double Choc,03/03/2023,"9,956","9,456.66 GBP","9,456.66 GBP",,
386683,Mini Cookies Double Choc,04/03/2023,"11,937","11,339.16 GBP","11,339.16 GBP",,
386683,Mini Cookies Double Choc,05/03/2023,"11,903","11,306.66 GBP","11,306.66 GBP",,
386683,Mini Cookies Double Choc,06/03/2023,"11,259","10,695.41 GBP","10,695.41 GBP",,
386683,Mini Cookies Double Choc,07/03/2023,"7,784","7,394.10 GBP","7,394.10 GBP",,
386683,Mini Cookies Double Choc,08/03/2023,"6,746","6,408.22 GBP","6,408.22 GBP",,
386683,Mini Cookies Double Choc,09/03/2023,"6,882","6,537.03 GBP","6,537.03 GBP",,
386683,Mini Cookies Double Choc,10/03/2023,"9,807","9,316.07 GBP","9,316.07 GBP",,
386683,Mini Cookies Double Choc,11/03/2023,"12,138","11,530.23 GBP","11,530.23 GBP",,
386683,Mini Cookies Double Choc,12/03/2023,"11,671","11,086.87 GBP","11,086.87 GBP",,
386683,Mini Cookies Double Choc,13/03/2023,"10,963","10,413.34 GBP","10,413.34 GBP",,
386683,Mini Cookies Double Choc,14/03/2023,"7,662","7,278.07 GBP","7,278.07 GBP",,
386683,Mini Cookies Double Choc,15/03/2023,"6,489","6,163.59 GBP","6,163.59 GBP",,
386683,Mini Cookies Double Choc,16/03/2023,"7,016","6,664.91 GBP","6,664.91 GBP",,
386683,Mini Cookies Double Choc,17/03/2023,"9,811","9,320.16 GBP","9,320.16 GBP",,
386683,Mini Cookies Double Choc,18/03/2023,"11,052","10,498.82 GBP","10,498.82 GBP",,
386683,Mini Cookies Double Choc,19/03/2023,"8,038","7,635.03 GBP","7,635.03 GBP",,
386683,Mini Cookies Double Choc,20/03/2023,"11,377","10,806.90 GBP","10,806.90 GBP",,
386683,Mini Cookies Double Choc,21/03/2023,"8,303","7,887.21 GBP","7,887.21 GBP",,
386683,Mini Cookies Double Choc,22/03/2023,"6,940","6,591.82 GBP","6,591.82 GBP",,
386683,Mini Cookies Double Choc,23/03/2023,"7,162","6,803.03 GBP","6,803.03 GBP",,
386683,Mini Cookies Double Choc,24/03/2023,"10,383","9,861.78 GBP","9,861.78 GBP",,
386683,Mini Cookies Double Choc,25/03/2023,"11,496","10,920.50 GBP","10,920.50 GBP",,
386683,Mini Cookies Double Choc,26/03/2023,"10,685","10,150.11 GBP","10,150.11 GBP",,
386683,Mini Cookies Double Choc,27/03/2023,"10,623","10,090.45 GBP","10,090.45 GBP",,
386683,Mini Cookies Double Choc,28/03/2023,"8,057","7,653.38 GBP","7,653.38 GBP",,
386683,Mini Cookies Double Choc,29/03/2023,"6,458","6,135.10 GBP","6,135.10 GBP",,
386683,Mini Cookies Double Choc,30/03/2023,"6,547","6,219.30 GBP","6,219.30 GBP",,
386683,Mini Cookies Double Choc,31/03/2023,"9,285","8,820.63 GBP","8,820.63 GBP",,
386683,Mini Cookies Double Choc,01/04/2023,"9,927","9,428.51 GBP","9,428.51 GBP",,
386683,Mini Cookies Double Choc,02/04/2023,"7,938","7,541.10 GBP","7,541.10 GBP",,
386683,Mini Cookies Double Choc,03/04/2023,"8,643","8,210.56 GBP","8,210.56 GBP",,
386683,Mini Cookies Double Choc,04/04/2023,"6,293","5,977.77 GBP","5,977.77 GBP",,
386683,Mini Cookies Double Choc,05/04/2023,"5,751","5,462.10 GBP","5,462.10 GBP",,
386683,Mini Cookies Double Choc,06/04/2023,"7,422","7,050.61 GBP","7,050.61 GBP",,
386683,Mini Cookies Double Choc,07/04/2023,"6,403","6,081.98 GBP","6,081.98 GBP",,
386683,Mini Cookies Double Choc,08/04/2023,"6,796","6,455.04 GBP","6,455.04 GBP",,
386683,Mini Cookies Double Choc,09/04/2023,328,311.60 GBP,311.60 GBP,,
386683,Mini Cookies Double Choc,10/04/2023,"6,299","5,983.33 GBP","5,983.33 GBP",,
386683,Mini Cookies Double Choc,11/04/2023,"5,773","5,484.06 GBP","5,484.06 GBP",,
386683,Mini Cookies Double Choc,12/04/2023,"5,012","4,760.80 GBP","4,760.80 GBP",,
386683,Mini Cookies Double Choc,13/04/2023,"5,635","5,352.96 GBP","5,352.96 GBP",,
386683,Mini Cookies Double Choc,14/04/2023,"8,261","7,846.40 GBP","7,846.40 GBP",,
386683,Mini Cookies Double Choc,15/04/2023,"9,907","9,411.65 GBP","9,411.65 GBP",,
386683,Mini Cookies Double Choc,16/04/2023,"10,615","10,082.95 GBP","10,082.95 GBP",,
386683,Mini Cookies Double Choc,17/04/2023,"9,303","8,836.15 GBP","8,836.15 GBP",,
386683,Mini Cookies Double Choc,18/04/2023,"6,830","6,487.63 GBP","6,487.63 GBP",,
386683,Mini Cookies Double Choc,19/04/2023,"5,820","5,528.23 GBP","5,528.23 GBP",,
386683,Mini Cookies Double Choc,20/04/2023,"6,307","5,991.36 GBP","5,991.36 GBP",,
386683,Mini Cookies Double Choc,21/04/2023,"8,600","8,169.71 GBP","8,169.71 GBP",,
386683,Mini Cookies Double Choc,22/04/2023,"10,237","9,724.86 GBP","9,724.86 GBP",,
386683,Mini Cookies Double Choc,23/04/2023,"10,819","10,277.93 GBP","10,277.93 GBP",,
386683,Mini Cookies Double Choc,24/04/2023,"10,161","9,651.66 GBP","9,651.66 GBP",,
386683,Mini Cookies Double Choc,25/04/2023,"7,773","7,382.90 GBP","7,382.90 GBP",,
386683,Mini Cookies Double Choc,26/04/2023,"6,781","6,438.44 GBP","6,438.44 GBP",,
386683,Mini Cookies Double Choc,27/04/2023,"7,272","6,902.79 GBP","6,902.79 GBP",,
386683,Mini Cookies Double Choc,28/04/2023,"10,753","10,206.28 GBP","10,206.28 GBP",,
386683,Mini Cookies Double Choc,29/04/2023,"10,698","10,152.40 GBP","10,152.40 GBP",,
386683,Mini Cookies Double Choc,30/04/2023,"8,520","8,087.07 GBP","8,087.07 GBP",,
386683,Mini Cookies Double Choc,01/05/2023,"10,746","10,198.04 GBP","10,198.04 GBP",,
386683,Mini Cookies Double Choc,02/05/2023,"10,164","9,653.15 GBP","9,653.15 GBP",,
386683,Mini Cookies Double Choc,03/05/2023,"7,758","7,367.78 GBP","7,367.78 GBP",,
386683,Mini Cookies Double Choc,04/05/2023,"8,581","8,140.14 GBP","8,140.14 GBP",,
386683,Mini Cookies Double Choc,05/05/2023,"10,822","10,270.59 GBP","10,270.59 GBP",,
386683,Mini Cookies Double Choc,06/05/2023,"9,767","9,269.77 GBP","9,269.77 GBP",,
386683,Mini Cookies Double Choc,07/05/2023,"7,198","6,830.38 GBP","6,830.38 GBP",,
386683,Mini Cookies Double Choc,08/05/2023,"12,992","12,331.89 GBP","12,331.89 GBP",,
386683,Mini Cookies Double Choc,09/05/2023,"10,179","9,663.20 GBP","9,663.20 GBP",,
386683,Mini Cookies Double Choc,10/05/2023,"7,798","7,401.43 GBP","7,401.43 GBP",,
386683,Mini Cookies Double Choc,11/05/2023,"8,053","7,640.30 GBP","7,640.30 GBP",,
386683,Mini Cookies Double Choc,12/05/2023,"10,738","10,187.63 GBP","10,187.63 GBP",,
386683,Mini Cookies Double Choc,13/05/2023,"11,214","10,641.59 GBP","10,641.59 GBP",,
386683,Mini Cookies Double Choc,14/05/2023,"11,851","11,249.57 GBP","11,249.57 GBP",,
386683,Mini Cookies Double Choc,15/05/2023,"13,506","12,818.04 GBP","12,818.04 GBP",,
386683,Mini Cookies Double Choc,16/05/2023,"9,300","8,822.45 GBP","8,822.45 GBP",,
386683,Mini Cookies Double Choc,17/05/2023,"8,369","7,945.54 GBP","7,945.54 GBP",,
386683,Mini Cookies Double Choc,18/05/2023,"8,836","8,389.13 GBP","8,389.13 GBP",,
386683,Mini Cookies Double Choc,19/05/2023,"12,508","11,874.17 GBP","11,874.17 GBP",,
386683,Mini Cookies Double Choc,20/05/2023,"12,554","11,913.33 GBP","11,913.33 GBP",,
386683,Mini Cookies Double Choc,21/05/2023,"12,984","12,324.94 GBP","12,324.94 GBP",,
386683,Mini Cookies Double Choc,22/05/2023,"13,128","12,462.70 GBP","12,462.70 GBP",,
386683,Mini Cookies Double Choc,23/05/2023,"9,337","8,863.92 GBP","8,863.92 GBP",,
386683,Mini Cookies Double Choc,24/05/2023,"7,695","7,305.23 GBP","7,305.23 GBP",,
386683,Mini Cookies Double Choc,25/05/2023,"8,703","8,261.94 GBP","8,261.94 GBP",,
386683,Mini Cookies Double Choc,26/05/2023,"12,143","11,525.92 GBP","11,525.92 GBP",,
386683,Mini Cookies Double Choc,27/05/2023,"10,426","9,902.04 GBP","9,902.04 GBP",,
386683,Mini Cookies Double Choc,28/05/2023,"7,967","7,567.65 GBP","7,567.65 GBP",,
386683,Mini Cookies Double Choc,29/05/2023,"10,248","9,733.68 GBP","9,733.68 GBP",,
386683,Mini Cookies Double Choc,30/05/2023,"9,596","9,114.56 GBP","9,114.56 GBP",,
386683,Mini Cookies Double Choc,31/05/2023,"9,047","8,592.65 GBP","8,592.65 GBP",,
386683,Mini Cookies Double Choc,01/06/2023,"8,332","7,914.82 GBP","7,914.82 GBP",,
386683,Mini Cookies Double Choc,02/06/2023,"10,432","9,907.19 GBP","9,907.19 GBP",,
386683,Mini Cookies Double Choc,03/06/2023,"11,618","11,036.47 GBP","11,036.47 GBP",,
386683,Mini Cookies Double Choc,04/06/2023,"12,127","11,518.21 GBP","11,518.21 GBP",,
386683,Mini Cookies Double Choc,05/06/2023,"12,498","11,870.22 GBP","11,870.22 GBP",,
386683,Mini Cookies Double Choc,06/06/2023,"9,075","8,618.64 GBP","8,618.64 GBP",,
386683,Mini Cookies Double Choc,07/06/2023,"7,203","7,128.99 GBP","7,128.99 GBP",,
386683,Mini Cookies Double Choc,08/06/2023,"7,898","7,817.83 GBP","7,817.83 GBP",,
386683,Mini Cookies Double Choc,09/06/2023,"10,886","10,774.50 GBP","10,774.50 GBP",,
386683,Mini Cookies Double Choc,10/06/2023,"10,816","10,706.90 GBP","10,706.90 GBP",,
386683,Mini Cookies Double Choc,11/06/2023,"11,891","11,770.89 GBP","11,770.89 GBP",,
386683,Mini Cookies Double Choc,12/06/2023,"11,878","11,758.30 GBP","11,758.30 GBP",,
386683,Mini Cookies Double Choc,13/06/2023,"8,438","8,351.45 GBP","8,351.45 GBP",,
386683,Mini Cookies Double Choc,14/06/2023,"7,223","7,147.99 GBP","7,147.99 GBP",,
386683,Mini Cookies Double Choc,15/06/2023,"8,050","7,968.90 GBP","7,968.90 GBP",,
386683,Mini Cookies Double Choc,16/06/2023,"10,797","10,688.48 GBP","10,688.48 GBP",,
386683,Mini Cookies Double Choc,17/06/2023,"11,716","11,598.04 GBP","11,598.04 GBP",,
386683,Mini Cookies Double Choc,18/06/2023,"10,395","10,290.55 GBP","10,290.55 GBP",,
386683,Mini Cookies Double Choc,19/06/2023,"12,307","12,182.93 GBP","12,182.93 GBP",,
386683,Mini Cookies Double Choc,20/06/2023,"9,027","8,934.88 GBP","8,934.88 GBP",,
386683,Mini Cookies Double Choc,21/06/2023,"7,642","7,563.48 GBP","7,563.48 GBP",,
386683,Mini Cookies Double Choc,22/06/2023,"8,005","7,924.35 GBP","7,924.35 GBP",,
386683,Mini Cookies Double Choc,23/06/2023,"11,677","11,559.43 GBP","11,559.43 GBP",,
386683,Mini Cookies Double Choc,24/06/2023,"11,366","11,251.34 GBP","11,251.34 GBP",,
386683,Mini Cookies Double Choc,25/06/2023,"11,273","11,159.97 GBP","11,159.97 GBP",,
386683,Mini Cookies Double Choc,26/06/2023,"12,160","12,038.40 GBP","12,038.40 GBP",,
386683,Mini Cookies Double Choc,27/06/2023,"8,729","8,640.31 GBP","8,640.31 GBP",,
386683,Mini Cookies Double Choc,28/06/2023,"7,631","7,553.69 GBP","7,553.69 GBP",,
386683,Mini Cookies Double Choc,29/06/2023,"7,946","7,866.12 GBP","7,866.12 GBP",,
386683,Mini Cookies Double Choc,30/06/2023,"11,829","11,709.70 GBP","11,709.70 GBP",,
386683,Mini Cookies Double Choc,01/07/2023,"12,379","12,255.13 GBP","12,255.13 GBP",,
386683,Mini Cookies Double Choc,02/07/2023,"12,529","12,402.51 GBP","12,402.51 GBP",,
386683,Mini Cookies Double Choc,03/07/2023,"12,352","12,227.54 GBP","12,227.54 GBP",,
386683,Mini Cookies Double Choc,04/07/2023,"8,548","8,461.88 GBP","8,461.88 GBP",,
386683,Mini Cookies Double Choc,05/07/2023,"7,455","7,379.85 GBP","7,379.85 GBP",,
386683,Mini Cookies Double Choc,06/07/2023,"8,114","8,031.55 GBP","8,031.55 GBP",,
386683,Mini Cookies Double Choc,07/07/2023,"10,075","9,972.56 GBP","9,972.56 GBP",,
386683,Mini Cookies Double Choc,08/07/2023,"11,724","11,604.44 GBP","11,604.44 GBP",,
386683,Mini Cookies Double Choc,09/07/2023,"11,967","11,846.96 GBP","11,846.96 GBP",,
386683,Mini Cookies Double Choc,10/07/2023,"12,229","12,105.37 GBP","12,105.37 GBP",,
386683,Mini Cookies Double Choc,11/07/2023,"8,979","8,886.26 GBP","8,886.26 GBP",,
386683,Mini Cookies Double Choc,12/07/2023,"7,564","7,486.47 GBP","7,486.47 GBP",,
386683,Mini Cookies Double Choc,13/07/2023,"7,913","7,831.57 GBP","7,831.57 GBP",,
386683,Mini Cookies Double Choc,14/07/2023,"11,154","11,036.97 GBP","11,036.97 GBP",,
386683,Mini Cookies Double Choc,15/07/2023,"12,378","12,248.38 GBP","12,248.38 GBP",,
386683,Mini Cookies Double Choc,16/07/2023,"12,232","12,106.68 GBP","12,106.68 GBP",,
386683,Mini Cookies Double Choc,17/07/2023,"11,991","11,868.54 GBP","11,868.54 GBP",,
386683,Mini Cookies Double Choc,18/07/2023,"8,483","8,394.77 GBP","8,394.77 GBP",,
386683,Mini Cookies Double Choc,19/07/2023,"7,688","7,606.37 GBP","7,606.37 GBP",,
386683,Mini Cookies Double Choc,20/07/2023,"8,362","8,275.73 GBP","8,275.73 GBP",,
386683,Mini Cookies Double Choc,21/07/2023,"10,365","10,257.75 GBP","10,257.75 GBP",,
386683,Mini Cookies Double Choc,22/07/2023,"11,154","11,038.51 GBP","11,038.51 GBP",,
386683,Mini Cookies Double Choc,23/07/2023,"9,503","9,405.49 GBP","9,405.49 GBP",,
386683,Mini Cookies Double Choc,24/07/2023,"10,316","10,210.69 GBP","10,210.69 GBP",,
386683,Mini Cookies Double Choc,25/07/2023,"8,002","7,921.68 GBP","7,921.68 GBP",,
386683,Mini Cookies Double Choc,26/07/2023,"6,633","6,566.08 GBP","6,566.08 GBP",,
386683,Mini Cookies Double Choc,27/07/2023,"7,138","7,066.32 GBP","7,066.32 GBP",,
386683,Mini Cookies Double Choc,28/07/2023,"8,485","8,399.10 GBP","8,399.10 GBP",,
386683,Mini Cookies Double Choc,29/07/2023,"8,675","8,587.65 GBP","8,587.65 GBP",,
386683,Mini Cookies Double Choc,30/07/2023,"7,784","7,704.96 GBP","7,704.96 GBP",,
386683,Mini Cookies Double Choc,31/07/2023,"10,176","10,073.30 GBP","10,073.30 GBP",,
386683,Mini Cookies Double Choc,01/08/2023,"7,185","7,112.31 GBP","7,112.31 GBP",,
386683,Mini Cookies Double Choc,02/08/2023,"6,110","6,047.40 GBP","6,047.40 GBP",,
386683,Mini Cookies Double Choc,03/08/2023,"6,444","6,379.26 GBP","6,379.26 GBP",,
386683,Mini Cookies Double Choc,04/08/2023,"7,680","7,602.00 GBP","7,602.00 GBP",,
386683,Mini Cookies Double Choc,05/08/2023,"8,438","8,353.32 GBP","8,353.32 GBP",,
386683,Mini Cookies Double Choc,06/08/2023,"7,092","7,020.78 GBP","7,020.78 GBP",,
386683,Mini Cookies Double Choc,07/08/2023,"8,564","8,478.06 GBP","8,478.06 GBP",,
386683,Mini Cookies Double Choc,08/08/2023,"6,810","6,740.35 GBP","6,740.35 GBP",,
386683,Mini Cookies Double Choc,09/08/2023,"5,746","5,687.74 GBP","5,687.74 GBP",,
386683,Mini Cookies Double Choc,10/08/2023,"5,948","5,887.92 GBP","5,887.92 GBP",,
386683,Mini Cookies Double Choc,11/08/2023,"7,655","7,577.65 GBP","7,577.65 GBP",,
386683,Mini Cookies Double Choc,12/08/2023,"8,181","8,097.79 GBP","8,097.79 GBP",,
386683,Mini Cookies Double Choc,13/08/2023,"7,503","7,427.17 GBP","7,427.17 GBP",,
386683,Mini Cookies Double Choc,14/08/2023,"8,805","8,716.95 GBP","8,716.95 GBP",,
386683,Mini Cookies Double Choc,15/08/2023,"7,298","7,223.42 GBP","7,223.42 GBP",,
386683,Mini Cookies Double Choc,16/08/2023,"5,806","5,747.14 GBP","5,747.14 GBP",,
386683,Mini Cookies Double Choc,17/08/2023,"6,424","6,358.66 GBP","6,358.66 GBP",,
386683,Mini Cookies Double Choc,18/08/2023,"8,090","8,008.80 GBP","8,008.80 GBP",,
